"participant_id","occasion_id","group","b_demo_age_1","b_demo_gender_1","b_demo_education_1","b_demo_work_1_rec","b_demo_kids_1_rec","b_corona_risk_1","app_group","b_igts_belief","b_igts_prefer","f_install","f_install_reason_1","f_install_other_1","f_app_risk","f_app_risk_other","f_bluetooth","f_install_reason_2","f_install_other_2","f_install_reason_3","f_install_other_3","f_advertisement","f_app_relevant_information","f_first_nonNA","f_fst_chng_2or3_to_1","f_ever_installed","f_app_risk_once","f_install_other_1_coded","f_install_other_1_coded_new","f_install_other_3_coded","f_install_other_3_coded_new"
1129,31115,1,42,2,17,"Voll erwerbstätig",0,2,2,5.2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1130,51835,1,31,2,19,"Nicht erwerbstätig",1,2,1,4.4,3.75,1,"1, 3, 4",NA,2,NA,2,"7","Lange zeit des tages zuhause nur mit mann und kindern - sonstige kontakte ausgeschlossen",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1142,103924,2,74,2,13,"Nicht erwerbstätig",1,2,1,4.8,4.5,1,"1, 2, 3, 4, 5",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1144,34247,2,49,2,21,"Voll erwerbstätig",1,2,2,3.2,3,2,NA,NA,NA,NA,NA,NA,NA,"8","Kein Soeicherplatz",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","1",""
1147,104309,2,41,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,5,4.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 2, 4, 7",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1148,108586,1,23,2,16,"in Ausbildung",0,2,1,4.6,3.75,1,"1, 2, 4",NA,2,NA,2,"7","Ich war heute nur zuhause, da sehe ich keine Notwendigkeit Bluetooth zu aktivieren.",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1154,56986,1,41,2,19,"Voll erwerbstätig",0,2,1,4.8,4,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1155,55403,1,43,2,NA,"Voll erwerbstätig",1,2,1,4.6,3.75,1,"1, 3, 4",NA,1,NA,2,"2, 7","Zur Standortermittlung muss GPS angeschaltet sein",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1159,48068,1,45,2,26,"Voll erwerbstätig",0,2,2,4.4,4.25,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1162,25738,2,32,1,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,3.8,4.25,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1167,13239,1,37,2,17,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,1,1,4.2,2.75,1,"1, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1168,44536,1,30,2,19,"Nicht erwerbstätig",0,2,1,5.2,5,1,"1",NA,4,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1170,118289,2,66,2,12,"Nicht erwerbstätig",1,1,2,2.8,5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1172,63097,2,39,2,20,"Nicht erwerbstätig",0,1,1,1.4,3,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1175,37933,2,67,1,16,"Sonstiges",1,2,1,5.4,3.25,1,"1, 2, 4",NA,2,NA,2,"7","Ganzen Tag alleine zuhause.",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1176,35753,1,36,2,13,"Voll erwerbstätig",0,2,1,5,3.75,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1177,48189,1,50,2,18,"Voll erwerbstätig",1,1,2,2.6,3.75,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1179,29072,1,51,2,21,"Voll erwerbstätig",1,2,2,5.2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1181,6807,1,34,2,NA,"Voll erwerbstätig",1,1,1,7,6.5,1,"1, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1184,82531,1,28,2,21,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,NA,5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1188,62477,2,64,2,17,"Voll erwerbstätig",1,2,1,4,4.75,1,"6","Testen wie ich damit zurecht komme",4,NA,2,"6, 7","ICh  war nur zuhause",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,"6","E","",""
1189,78122,1,69,2,16,"Sonstiges",1,2,1,4.2,5.75,1,"1, 2, 3, 4",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1190,49901,1,53,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,"8","Probleme mit dem Smartphone ",1,TRUE,TRUE,FALSE,FALSE,FALSE,"","","1",""
1192,57819,2,40,2,21,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,4.2,6.25,2,NA,NA,NA,NA,NA,NA,NA,"4, 8","Ich mag sie nicht. Zu viel Eingriff in meine Privatsphäre. ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","6","J"
1195,22787,2,52,2,20,"in Ausbildung",0,1,2,3.4,3.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1197,80729,2,35,1,19,"Nicht erwerbstätig",0,2,1,5,5.25,1,"1, 2, 3, 4, 5",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1198,69975,1,58,2,10,"Voll erwerbstätig",1,2,1,3.2,1.25,1,"1, 2, 4",NA,2,NA,2,"2, 7","habe das Haus nicht verlassen",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1199,16626,1,21,2,15,"Voll erwerbstätig",0,2,1,5.2,3.25,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1200,18336,1,22,2,16,"in Ausbildung",0,2,1,5,4.5,1,"2, 3",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1203,69690,1,32,2,19,"Voll erwerbstätig",0,2,2,5.2,4.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 3, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1206,52521,1,43,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.2,4.25,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1209,3898,1,20,1,14,"Voll erwerbstätig",0,2,3,5.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1211,107873,2,54,2,21,"Voll erwerbstätig",1,2,1,4.6,5.5,1,"2, 3, 4, 5, 6","Ich möchte mit guten Beispiel voran gehen und unter meiner Klientel fundiert dafür werben",2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,"3","D","",""
1214,37406,2,63,2,19,"Sonstiges",0,1,2,5.2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"5, 6",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1215,52567,2,37,2,23,"Voll erwerbstätig",0,2,1,4.8,4.25,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1216,91826,2,73,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,5.2,5.75,1,"2",NA,5,"Habe sie vorhin erst installiert",NA,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1220,10895,2,35,2,12,"Voll erwerbstätig",0,2,1,5.2,6.25,1,"1, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1221,17612,2,46,1,16,"Voll erwerbstätig",1,2,1,6,6,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1222,113389,1,67,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.6,5.75,1,"2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1223,12754,2,50,2,23,"Voll erwerbstätig",1,2,1,5.4,5.25,1,"2",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1227,43720,2,53,2,11,"Nicht erwerbstätig",1,2,1,4.4,5,1,"5",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1230,110168,2,58,2,22,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,4.4,5.5,2,NA,NA,NA,NA,NA,NA,NA,"8","Keine Lust, die ganze Zeit Bluetooth eingeschaltet zu haben",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","15","M"
1233,22341,1,51,2,15,"Voll erwerbstätig",0,2,1,4.2,4.75,1,"1, 2, 3",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1236,72848,1,37,2,18,"Voll erwerbstätig",0,2,1,5.2,5.5,1,"1, 2, 4",NA,4,NA,2,"7","Die App war noch nicht den ganzen Tag installiert ",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1238,47121,2,68,1,18,"Sonstiges",1,2,2,6.6,6.25,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1242,42943,1,53,1,18,"Voll erwerbstätig",0,2,2,5.4,5.5,2,NA,NA,NA,NA,NA,NA,NA,"1, 8","lebe in mehreren Ländern ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","2","N"
1243,33509,1,63,2,20,"Voll erwerbstätig",0,2,1,5,4.25,1,"1, 4",NA,2,NA,2,"6",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1245,57423,2,26,2,16,"in Ausbildung",0,2,2,4.6,4.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1248,53554,1,42,2,17,"Voll erwerbstätig",0,2,1,5.2,6.25,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1250,79732,1,39,2,19,"Voll erwerbstätig",0,2,1,4.2,6,1,"1, 2, 4, 5",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1254,118219,2,53,2,14,"Voll erwerbstätig",0,1,2,3.4,4.75,2,NA,NA,NA,NA,NA,NA,NA,"4, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1258,111208,1,36,2,18,"Voll erwerbstätig",1,2,1,4,5,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1262,36349,1,41,2,25,"Voll erwerbstätig",0,2,1,5.2,7,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1263,116231,2,40,2,NA,"Voll erwerbstätig",0,1,1,3.6,3.5,1,"3, 6","Vielleicht senkt es die Wahrscheinlichkeit,das Virus an meine Schule zu tragen oder ins Fitnessstudio",2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,"2","D","",""
1265,4508,1,38,2,21,"in Ausbildung",0,2,1,4.4,4.75,1,"2, 5",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1266,61379,1,29,1,10,"Voll erwerbstätig",0,2,1,5.2,5.25,1,"1, 2, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1273,87966,2,41,1,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,4.4,5.5,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1274,91242,2,36,2,NA,"Voll erwerbstätig",0,2,2,6.2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"8","noch nicht gemacht, werde es auf jeden Fall tun",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","13","E"
1278,17257,2,33,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,3,4.75,1,"1, 2, 3, 4",NA,4,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1283,6744,1,45,2,22,"Voll erwerbstätig",1,2,1,3,5,1,"1, 2, 4, 6","Neugier auf wissenschaftliche Auswertungen",4,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"5","E","",""
1284,76654,2,41,1,13,"Voll erwerbstätig",0,2,1,3.4,5.25,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1291,101865,1,33,2,26,"in Ausbildung",0,2,1,5.6,5.5,1,"2, 3",NA,4,NA,2,"1",NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1294,39372,1,65,1,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,4,5.25,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1295,57552,2,29,2,23,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,5.4,6.25,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1296,45394,2,24,2,17,"Sonstiges",0,2,1,4.6,2.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1297,108236,1,20,2,14,"in Ausbildung",0,2,2,4.6,3.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 4, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1298,100359,1,26,2,19,"in Ausbildung",0,2,1,6.8,6.25,1,"1, 3",NA,1,NA,2,"7","Seit der Installation war ich nicht außer Haus unterwegs.",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1299,66651,2,30,2,20,"Sonstiges",0,2,3,4.4,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1303,93234,1,45,2,20,"Voll erwerbstätig",0,2,2,5,5.25,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1306,21903,2,52,2,25,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,2,2.6,2.75,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1308,95568,2,19,2,13,"in Ausbildung",0,2,1,4.8,4.25,1,"2",NA,2,NA,2,"2, 6",NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1309,84097,1,40,2,NA,"Voll erwerbstätig",1,2,1,4.8,4.5,1,"1, 2, 4",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1310,40670,2,25,2,18,"in Ausbildung",0,2,1,5,4.75,1,"1, 2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1313,83612,2,40,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.8,5.75,1,"1, 2, 3, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1314,2156,2,46,2,15,"Voll erwerbstätig",0,2,1,3.6,5,1,"1, 2, 3, 4, 5",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1318,37222,1,46,1,18,"Voll erwerbstätig",1,2,1,6.6,5.75,1,"1, 2, 4, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1320,117719,2,24,2,18,"in Ausbildung",0,2,2,5.8,4.25,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1322,111066,2,62,2,14,"Nicht erwerbstätig",1,2,1,4.4,4,1,"2",NA,1,NA,2,"2, 6",NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1324,89531,2,31,2,18,"Nicht erwerbstätig",0,2,2,3.4,5.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1325,72341,1,52,2,17,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4.4,5.5,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1328,94498,1,39,3,21,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,4.2,NA,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1329,96062,1,35,2,16,"Voll erwerbstätig",0,2,1,5.4,4.5,1,"1, 2, 3, 4, 5",NA,1,NA,2,"7","Ich war nur Zuhause",NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1330,101631,1,25,2,19,"Voll erwerbstätig",0,2,2,4.6,3.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1334,97801,2,58,2,13,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,4.8,NA,2,NA,NA,NA,NA,NA,NA,NA,"",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1335,21173,1,59,2,17,"Sonstiges",0,2,2,3.4,3.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1337,116341,1,19,2,13,"in Ausbildung",0,2,2,4.4,2.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1338,15854,2,21,2,16,"in Ausbildung",0,2,1,4.2,4.25,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1340,102123,2,65,2,19,"Nicht erwerbstätig",1,2,2,4.2,4.25,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1347,71848,2,42,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,3.2,5.5,1,"1, 2, 4, 5",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1353,66610,1,38,2,22,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,5,5,2,NA,NA,NA,NA,NA,NA,NA,"2, 3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1354,45817,1,44,2,21,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,1,1,3.8,5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1358,36993,2,62,2,18,"Voll erwerbstätig",1,2,1,5,5.25,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1362,116062,1,51,2,15,"Sonstiges",1,1,1,3.8,6,1,"1, 2, 5",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1363,70129,1,22,2,15,"Nicht erwerbstätig",1,2,1,5.6,5.25,1,"1, 2",NA,4,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1366,29121,2,20,2,14,"in Ausbildung",0,2,1,2.2,2.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1371,103811,1,36,2,20,"Voll erwerbstätig",0,2,1,4.4,3.25,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1378,82048,1,45,2,21,"Voll erwerbstätig",0,2,2,3.4,4.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1379,35079,1,59,2,19,"Voll erwerbstätig",1,2,2,4.8,4.5,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1380,48120,2,66,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,5,6,1,"1, 5",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1381,30299,2,63,2,16,"Voll erwerbstätig",0,2,2,4.6,4.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1391,86257,1,39,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5,3.25,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1392,13964,2,46,2,16,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,4.4,3.75,2,NA,NA,NA,NA,NA,NA,NA,"4, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1393,33684,2,27,1,16,"in Ausbildung",0,2,2,4,4.5,2,NA,NA,NA,NA,NA,NA,NA,"8","Ich nehme die App nicht ernst ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","10, 17","D, D"
1395,94408,2,28,2,19,"Voll erwerbstätig",0,2,1,3.6,2.75,1,"1, 3",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
1399,56005,2,55,2,17,"Sonstiges",1,1,1,2.8,5,1,"2",NA,1,NA,2,"2",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1400,108644,2,39,2,18,"Voll erwerbstätig",1,2,1,3.6,3.75,1,"1, 2, 3, 5",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1401,22596,2,40,1,28,"Voll erwerbstätig",1,2,2,3.2,3,2,NA,NA,NA,NA,NA,NA,NA,"1, 4, 7",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1403,115575,1,52,2,17,"Voll erwerbstätig",0,2,2,5,5.5,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1407,26487,2,21,2,15,"in Ausbildung",0,2,1,4.6,4,1,"1, 2, 3, 4",NA,4,NA,2,"7","Ich war den ganzen Tag Zuhause ",NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1413,45557,2,49,1,17,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,3.8,5.75,1,"1, 2",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1414,35860,2,34,1,NA,"Voll erwerbstätig",0,2,1,4,3.5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1415,114497,2,32,1,15,"Voll erwerbstätig",0,2,2,7,5,2,NA,NA,NA,NA,NA,NA,NA,"3, 8","Ich besitze kein Mobiltelefon.",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","C","C"
1418,81624,1,28,2,23,"in Ausbildung",1,2,2,2.6,4.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1420,25941,1,51,2,23,"Voll erwerbstätig",1,2,1,5.6,5,1,"1, 4",NA,4,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
1422,49357,2,19,2,13,"in Ausbildung",0,1,1,6.4,6,1,"2, 3, 4",NA,2,NA,2,"7","Ich war nur zuhause",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
